SURVEY_START_TIME,SURVEY_END_TIME,DEVICE_ID,LOCATION,_LOCATION_latitude,_LOCATION_longitude,_LOCATION_altitude,_LOCATION_precision,VILLAGE_NAME,ALT_VILLAGE_NAME,NUMBER_OF_HOUSEHOLDS,DISTRICT,CHIEFDOM,WARD,CONSTITUENCY,NEAREST_HC_LOCATION,NEAREST_HC_TYPE,meta/instanceID,_uuid,_submission_time
2015-01-15T12:52:39.683Z,2015-01-15T13:02:11.492Z,9.90003E+14,8.52328229 -11.82639645 153.0 10.0,8.52328229,-11.82639645,153,10,Makeni,Makeni Lol,7,Tonkolili,Gbonkolenken,215,63,Mayepoh,primary,uuid:29a8262b-f264-41a9-a89c-66404c3d430f,29a8262b-f264-41a9-a89c-66404c3d430f,2015-01-15T17:49:11
2015-01-15T13:20:52.393Z,2015-01-15T13:36:52.757Z,9.90003E+14,8.49730648 -11.84363767 117.0 8.0,8.49730648,-11.84363767,117,8,Mayopoh,n/a,400,Tonkolili,Gbonkolenken,218,63,Mayopoh,primary,uuid:009c8e02-0ea0-4ae1-96b4-3b829b64cda3,009c8e02-0ea0-4ae1-96b4-3b829b64cda3,2015-01-15T17:49:21
2015-01-15T14:07:38.332Z,2015-01-15T14:12:41.549Z,9.90003E+14,8.51776888 -11.85388525 144.0 8.0,8.51776888,-11.85388525,144,8,Patifu Mayepoh,Patifu Mayepoh,420,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:e631060c-549b-4a6b-bd05-ad8640abc5b1,e631060c-549b-4a6b-bd05-ad8640abc5b1,2015-01-15T17:49:38
2015-01-15T14:24:15.683Z,2015-01-15T14:36:14.958Z,9.90003E+14,8.51706044 -11.88359289 113.0 8.0,8.51706044,-11.88359289,113,8,Mayamba M'bombor,Mayamba M'bombor,100,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:bdd54a43-36eb-487e-93c3-a71cb5179ac3,bdd54a43-36eb-487e-93c3-a71cb5179ac3,2015-01-15T17:50:11
2015-01-15T14:53:30.311Z,2015-01-15T14:59:26.966Z,9.90003E+14,8.4970578 -11.87558782 121.0 8.0,8.4970578,-11.87558782,121,8,Rosint Mayepoh,Rosint Mayepoh,17,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:97d8ba18-abf7-4b8f-b61a-ac4641fbe5c6,97d8ba18-abf7-4b8f-b61a-ac4641fbe5c6,2015-01-15T17:51:03
2015-01-15T15:05:58.506Z,2015-01-15T15:20:11.507Z,9.90003E+14,8.49439174 -11.88427127 114.0 8.0,8.49439174,-11.88427127,114,8,Masimira 1,Masimira one,13,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:ff828510-9465-4a86-804b-09f0abd45b41,ff828510-9465-4a86-804b-09f0abd45b41,2015-01-15T17:51:10
2015-01-15T15:47:00.891Z,2015-01-15T16:00:38.020Z,9.90003E+14,8.49395547 -11.86360682 108.0 8.0,8.49395547,-11.86360682,108,8,Robun,n/a,30,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:cc40db30-8b56-48f9-bfd7-fcf4a04e4060,cc40db30-8b56-48f9-bfd7-fcf4a04e4060,2015-01-15T17:51:12
2015-01-15T09:42:50.487Z,2015-01-15T12:08:21.015Z,3.53428E+14,8.55026091 -12.10370205 125.4000015258789 8.0,8.55026091,-12.10370205,125.4000015,8,Worreh,n/a,15,Tonkolili,Kholifa Mabang,206,60,Kombrabai Station,primary,uuid:e645ba71-c54f-46b1-b4bd-cfa3c58c5ccf,e645ba71-c54f-46b1-b4bd-cfa3c58c5ccf,2015-01-15T17:51:14
2015-01-15T12:08:33.080Z,2015-01-15T12:15:17.935Z,3.53428E+14,8.56780302 -12.14062847 93.5999984741211 8.0,8.56780302,-12.14062847,93.59999847,8,Mamanso Moi,n/a,66,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:9fa90b8d-78a5-414b-8e27-e8734d3bdd92,9fa90b8d-78a5-414b-8e27-e8734d3bdd92,2015-01-15T17:52:01
2015-01-15T11:56:45.974Z,2015-01-15T12:01:59.211Z,3.58697E+14,8.59317351 -11.90788111 109.0999984741211 5.0,8.59317351,-11.90788111,109.0999985,5,Makent,Makent,250,Tonkolili,Tane,219,64,Rosemgbeh,primary,uuid:30859889-6787-4407-a941-5e8b3316327c,30859889-6787-4407-a941-5e8b3316327c,2015-01-15T17:52:13
2015-01-15T12:14:01.145Z,2015-01-15T12:25:03.320Z,3.58697E+14,8.58297334 -11.92821174 112.5 15.0,8.58297334,-11.92821174,112.5,15,Sengbe,Sengbe,195,Tonkolili,Tane,219,64,Sengbe,primary,uuid:8c08628a-545c-4c0d-912e-9bde8a8ebb1e,8c08628a-545c-4c0d-912e-9bde8a8ebb1e,2015-01-15T17:52:22
2015-01-15T12:58:27.266Z,2015-01-15T13:02:01.722Z,3.58697E+14,8.58073939 -11.95443725 109.19999694824219 15.0,8.58073939,-11.95443725,109.1999969,15,Mangi,Mangi Bana,125,Tonkolili,Tane,219,64,Mangi,primary,uuid:841ffe16-a708-4056-8390-cd6bee7860fb,841ffe16-a708-4056-8390-cd6bee7860fb,2015-01-15T17:52:26
2015-01-15T13:14:50.362Z,2015-01-15T13:20:33.935Z,3.58697E+14,8.5720294 -11.96778486 102.19999694824219 8.0,8.5720294,-11.96778486,102.1999969,8,Ma-Kargbo ,Ma-Kargbo Line,25,Tonkolili,Tane,219,64,Mangi,primary,uuid:d1f76b99-083c-4c3d-9ad4-216c69377d75,d1f76b99-083c-4c3d-9ad4-216c69377d75,2015-01-15T17:52:28
2015-01-15T13:30:22.415Z,2015-01-15T13:35:36.600Z,3.58697E+14,8.57338789 -11.97295826 111.0999984741211 12.0,8.57338789,-11.97295826,111.0999985,12,Makeni,Makeni Lol,32,Tonkolili,Tane,219,64,Mangi,primary,uuid:47666b09-03d9-48e5-af43-8bca18ab2f4c,47666b09-03d9-48e5-af43-8bca18ab2f4c,2015-01-15T17:52:30
2015-01-15T14:38:49.551Z,2015-01-15T14:42:30.608Z,3.58697E+14,8.55325848 -11.94719864 108.9000015258789 14.0,8.55325848,-11.94719864,108.9000015,14,Moyamba Morlai,Moyamba Morlai,30,Tonkolili,Tane,219,64,Mangi,primary,uuid:1a9f7eec-e1bb-4db6-bcf2-1ba7f4db6e51,1a9f7eec-e1bb-4db6-bcf2-1ba7f4db6e51,2015-01-15T17:52:35
2015-01-15T15:27:12.173Z,2015-01-15T15:41:35.820Z,3.58697E+14,8.59114011 -11.93721331 112.19999694824219 13.0,8.59114011,-11.93721331,112.1999969,13,Masarah Tholley,Masarah Tholley,82,Tonkolili,Tane,219,64,Sengbe,primary,uuid:328ddb62-58df-4786-9d04-48f710a96229,328ddb62-58df-4786-9d04-48f710a96229,2015-01-15T17:52:38
2015-01-15T15:58:23.819Z,2015-01-15T16:04:18.250Z,3.58697E+14,8.59367901 -11.95742205 105.30000305175781 14.0,8.59367901,-11.95742205,105.3000031,14,Taporon,Taporon,11,Tonkolili,Tane,219,64,Mangi,primary,uuid:af2d61bb-68bc-416c-9345-20e015fb52af,af2d61bb-68bc-416c-9345-20e015fb52af,2015-01-15T17:52:42
2015-01-15T16:10:17.864Z,2015-01-15T16:17:38.532Z,3.58697E+14,8.60031938 -11.9631146 126.4000015258789 10.0,8.60031938,-11.9631146,126.4000015,10,Makanigba,Makanigba,52,Tonkolili,Tane,219,64,Mangi,primary,uuid:e07c8dc1-1be8-46b2-8d1e-bbdd3f59998b,e07c8dc1-1be8-46b2-8d1e-bbdd3f59998b,2015-01-15T17:52:48
2015-01-15T16:35:34.364Z,2015-01-15T16:44:43.090Z,3.58697E+14,8.59855008 -11.93216196 120.0 14.0,8.59855008,-11.93216196,120,14,Rowala,Rowala,65,Tonkolili,Tane,219,64,Sengbe,primary,uuid:fd14feec-973e-46bb-8040-239f11d395dc,fd14feec-973e-46bb-8040-239f11d395dc,2015-01-15T17:52:50
2015-01-15T17:02:27.962Z,2015-01-15T17:06:58.596Z,3.58697E+14,8.60808178 -11.91987661 132.5 15.0,8.60808178,-11.91987661,132.5,15,Mamankuro,Mamankuro,100,Tonkolili,Tane,219,64,Sengbe,primary,uuid:703e61c2-25bd-436c-9abd-650feecc17e1,703e61c2-25bd-436c-9abd-650feecc17e1,2015-01-15T17:52:58
2015-01-15T10:37:06.790Z,2015-01-15T17:37:18.367Z,9.90003E+14,8.61091308 -11.81783416 124.69999694824219 6.0,8.61091308,-11.81783416,124.6999969,6,Bolabombor,n/a,15,Tonkolili,Gbonkolenken,218,63,Mabarr- konkorie,primary,uuid:15be553f-4448-420a-8053-ced9cabc378d,15be553f-4448-420a-8053-ced9cabc378d,2015-01-15T17:55:07
2015-01-15T11:01:57.924Z,2015-01-15T17:35:09.314Z,9.90003E+14,8.57916987 -11.81547963 141.39999389648438 8.0,8.57916987,-11.81547963,141.3999939,8,Romangoro,Romangoro  Gbonkolenkeh,175,Tonkolili,Gbonkolenken,218,63,Makonkorie,primary,uuid:a98ba3db-e355-4435-944b-6d8a86e80ee9,a98ba3db-e355-4435-944b-6d8a86e80ee9,2015-01-15T17:55:11
2015-01-15T11:20:06.222Z,2015-01-15T17:41:27.765Z,9.90003E+14,8.56081439 -11.81449667 118.4000015258789 7.0,8.56081439,-11.81449667,118.4000015,7,Rofothaneh,Rofothaneh mabarr,120,Tonkolili,Gbonkolenken,215,63,Mabarr konkorie,primary,uuid:c5d1ee5d-e344-4038-bb81-add35333b6a8,c5d1ee5d-e344-4038-bb81-add35333b6a8,2015-01-15T17:55:16
2015-01-15T11:32:45.023Z,2015-01-15T17:39:45.423Z,9.90003E+14,8.56042529 -11.81458454 112.0 8.0,8.56042529,-11.81458454,112,8,Mabarr,Mabarr line,75,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:4eed655d-bde2-4a06-b39a-d519fd7322a9,4eed655d-bde2-4a06-b39a-d519fd7322a9,2015-01-15T17:55:49
2015-01-15T11:47:47.594Z,2015-01-15T17:40:52.048Z,9.90003E+14,8.5611141 -11.81521196 141.39999389648438 3.0,8.5611141,-11.81521196,141.3999939,3,Rofunk,Rofunk Mabarr,20,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:576cb3c6-7389-46c6-84ab-3ad9896a56bd,576cb3c6-7389-46c6-84ab-3ad9896a56bd,2015-01-15T17:55:58
2015-01-15T12:43:08.724Z,2015-01-15T17:42:59.092Z,9.90003E+14,8.53292361 -11.82216638 139.6999969482422 8.0,8.53292361,-11.82216638,139.6999969,8,Rorenka,n/a,135,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:4e7b0081-0954-4ed8-bfb9-67613ff81568,4e7b0081-0954-4ed8-bfb9-67613ff81568,2015-01-15T17:56:07
2015-01-15T12:59:31.678Z,2015-01-15T13:08:13.473Z,9.90003E+14,8.51861832 -11.83058378 131.0 5.0,8.51861832,-11.83058378,131,5,Ronko,Roline-kanaronko,6,Tonkolili,Gbonkolenken,215,63,Mayepoh,primary,uuid:e15dc64d-8473-4f58-b50b-7e496ffee441,e15dc64d-8473-4f58-b50b-7e496ffee441,2015-01-15T17:56:22
2015-01-15T13:18:39.118Z,2015-01-15T13:27:28.011Z,9.90003E+14,8.50492473 -11.82071445 130.0 8.0,8.50492473,-11.82071445,130,8,Makelleh Mayepoh,Makelleh mayepoh,96,Tonkolili,Gbonkolenken,210,63,Mayepoh,primary,uuid:b5bc3c79-0b43-4474-97c0-957771bc9419,b5bc3c79-0b43-4474-97c0-957771bc9419,2015-01-15T17:56:38
2015-01-15T13:37:03.468Z,2015-01-15T17:52:14.744Z,9.90003E+14,8.4938906 -11.81829912 146.0 8.0,8.4938906,-11.81829912,146,8,Ro-Nyola,n/a,10,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:19be2a65-bd3a-46a1-8cab-9d46b182ed88,19be2a65-bd3a-46a1-8cab-9d46b182ed88,2015-01-15T17:56:46
2015-01-15T14:02:47.326Z,2015-01-15T14:09:44.350Z,9.90003E+14,8.49298902 -11.80659051 134.10000610351563 4.0,8.49298902,-11.80659051,134.1000061,4,Roponatenk,n/a,7,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:79c57ce6-2db1-47f7-b89c-a1d29713b246,79c57ce6-2db1-47f7-b89c-a1d29713b246,2015-01-15T17:56:53
2015-01-15T14:26:31.734Z,2015-01-15T17:47:47.493Z,9.90003E+14,8.49960718 -11.79449739 143.3000030517578 5.0,8.49960718,-11.79449739,143.3000031,5,Robunthun,Robunthunkera,10,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:a5b7e538-8585-4292-bc4f-e50740bdfb0e,a5b7e538-8585-4292-bc4f-e50740bdfb0e,2015-01-15T17:56:58
2015-01-15T14:42:23.024Z,2015-01-15T14:49:12.630Z,9.90003E+14,8.50127091 -11.78846952 151.10000610351563 5.0,8.50127091,-11.78846952,151.1000061,5,Makera Konta,Makera konta,52,Tonkolili,Gbonkolenken,218,63,Mayepoh,primary,uuid:5e97bcb0-a83e-4df0-b1b8-dcf42cc767c5,5e97bcb0-a83e-4df0-b1b8-dcf42cc767c5,2015-01-15T17:57:02
2015-01-15T11:42:01.468Z,2015-01-15T17:46:57.340Z,3.53323E+14,8.7018684 -12.14274216 109.4000015258789 6.0,8.7018684,-12.14274216,109.4000015,6,Manewa,n/a,335,Tonkolili,Malal Mara,207,60,Manewa,primary,uuid:8f678858-0440-4052-b132-b113b448c018,8f678858-0440-4052-b132-b113b448c018,2015-01-15T18:05:49
2015-01-15T12:03:25.100Z,2015-01-15T17:48:13.285Z,3.53323E+14,8.68708009 -12.14025947 95.5 8.0,8.68708009,-12.14025947,95.5,8,Maria,Ma maria,248,Tonkolili,Malal Mara,207,60,Manewa,primary,uuid:1b01cb18-657e-40d1-a930-3e860b112692,1b01cb18-657e-40d1-a930-3e860b112692,2015-01-15T18:05:52
2015-01-15T13:02:33.829Z,2015-01-15T17:49:09.509Z,3.53323E+14,8.67497972 -12.19075879 124.0999984741211 8.0,8.67497972,-12.19075879,124.0999985,8,Mameleh,n/a,180,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:7d8abfb5-3e90-44c9-8e77-30431ba09000,7d8abfb5-3e90-44c9-8e77-30431ba09000,2015-01-15T18:06:11
2015-01-15T13:19:04.871Z,2015-01-15T17:50:11.405Z,3.53323E+14,8.66546586 -12.20898966 95.5 9.0,8.66546586,-12.20898966,95.5,9,Malaka,n/a,385,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:e7e7db0f-92bb-4ab2-8089-224a51a2513f,e7e7db0f-92bb-4ab2-8089-224a51a2513f,2015-01-15T18:06:15
2015-01-15T14:04:52.844Z,2015-01-15T17:50:38.535Z,3.53323E+14,8.65639126 -12.2129816 128.10000610351563 10.0,8.65639126,-12.2129816,128.1000061,10,Magbansor,n/a,155,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:b624cab1-7b3c-43fa-9cf5-677141361c0b,b624cab1-7b3c-43fa-9cf5-677141361c0b,2015-01-15T18:06:16
2015-01-15T14:19:00.661Z,2015-01-15T17:52:45.635Z,3.53323E+14,8.64497412 -12.22953687 61.70000076293945 8.0,8.64497412,-12.22953687,61.70000076,8,Madura,n/a,72,Tonkolili,Malal Mara,207,60,Kaimp Kakolo,primary,uuid:23b8f209-bf63-4c78-9809-b1d2263849ea,23b8f209-bf63-4c78-9809-b1d2263849ea,2015-01-15T18:06:17
2015-01-15T16:13:00.949Z,2015-01-15T17:53:18.979Z,3.53323E+14,8.68848639 -12.1810088 114.5999984741211 9.0,8.68848639,-12.1810088,114.5999985,9,Mataro,n/a,93,Tonkolili,Malal Mara,207,60,Manewa,primary,uuid:1ba11ef7-d5cb-4d18-b717-6f8bd890327d,1ba11ef7-d5cb-4d18-b717-6f8bd890327d,2015-01-15T18:06:19
2015-01-15T16:34:08.676Z,2015-01-15T17:54:09.093Z,3.53323E+14,8.69459186 -12.15038239 136.3000030517578 10.0,8.69459186,-12.15038239,136.3000031,10,Marokie,n/a,385,Tonkolili,Malal Mara,207,60,Manewa,primary,uuid:4be3edd8-ca01-4fb7-9f17-7c85a1952146,4be3edd8-ca01-4fb7-9f17-7c85a1952146,2015-01-15T18:06:20
2015-01-15T10:37:11.378Z,2015-01-15T10:45:43.569Z,3.53313E+14,8.64376016 -11.73684886 276.3999938964844 7.0,8.64376016,-11.73684886,276.3999939,7,Robakeh,Rotharon,40,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:5db8eb54-99f7-4eab-ac18-e73986c3bb76,5db8eb54-99f7-4eab-ac18-e73986c3bb76,2015-01-15T18:12:43
2015-01-15T11:03:38.591Z,2015-01-15T11:23:18.752Z,3.53313E+14,8.64217953 -11.71828741 276.79998779296875 4.0,8.64217953,-11.71828741,276.7999878,4,Mamuri,n/a,180,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:4249c8c8-d77e-4c2b-98ff-66f64af1990f,4249c8c8-d77e-4c2b-98ff-66f64af1990f,2015-01-15T18:12:56
2015-01-15T11:41:45.734Z,2015-01-15T13:10:31.668Z,3.53313E+14,8.63110605 -11.7003643 263.20001220703125 8.0,8.63110605,-11.7003643,263.2000122,8,Rowaka,Rowaka,78,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:61b3e57e-e629-4d07-aae4-b8d8e716c6a8,61b3e57e-e629-4d07-aae4-b8d8e716c6a8,2015-01-15T18:13:03
2015-01-15T12:18:02.232Z,2015-01-15T13:06:06.595Z,3.53313E+14,8.62903466 -11.66157726 337.3999938964844 4.0,8.62903466,-11.66157726,337.3999939,4,Makali,n/a,1563,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:b24b700c-f0a1-4e3a-83a1-826ff82708aa,b24b700c-f0a1-4e3a-83a1-826ff82708aa,2015-01-15T18:13:10
2015-01-15T13:32:01.683Z,2015-01-15T13:44:17.124Z,3.53313E+14,8.60476538 -11.66170609 338.3999938964844 8.0,8.60476538,-11.66170609,338.3999939,8,Mapa,Magben,42,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:a73011e3-5fa6-4dde-b64b-6b9574ce996f,a73011e3-5fa6-4dde-b64b-6b9574ce996f,2015-01-15T18:13:11
2015-01-15T14:07:21.158Z,2015-01-15T14:20:11.344Z,3.53313E+14,8.58998991 -11.66257606 271.1000061035156 8.0,8.58998991,-11.66257606,271.1000061,8,Makera,n/a,38,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:d6d0454d-977b-4079-9832-54cb02ffa2ec,d6d0454d-977b-4079-9832-54cb02ffa2ec,2015-01-15T18:13:33
2015-01-15T14:32:16.048Z,2015-01-15T14:42:35.037Z,3.53313E+14,8.57427888 -11.6576439 324.29998779296875 8.0,8.57427888,-11.6576439,324.2999878,8,Masaba,n/a,250,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:190003b1-1381-4190-a9d5-8343b323b3d5,190003b1-1381-4190-a9d5-8343b323b3d5,2015-01-15T18:13:37
2015-01-15T15:05:08.669Z,2015-01-15T15:10:27.885Z,3.53313E+14,8.59600057 -11.66711468 325.6000061035156 8.0,8.59600057,-11.66711468,325.6000061,8,Rokubi,n/a,18,Tonkolili,Kanike Barina,221,64,Masaba,primary,uuid:6cc2e647-a84f-43a0-a750-ee22d48b6364,6cc2e647-a84f-43a0-a750-ee22d48b6364,2015-01-15T18:13:39
2015-01-15T15:23:20.329Z,2015-01-15T15:28:44.947Z,3.53313E+14,8.58679743 -11.6765172 317.70001220703125 6.0,8.58679743,-11.6765172,317.7000122,6,Malemor,n/a,40,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:15e14f99-5185-4d8d-99de-6cf1307ffdfb,15e14f99-5185-4d8d-99de-6cf1307ffdfb,2015-01-15T18:13:42
2015-01-15T15:41:14.891Z,2015-01-15T15:52:56.695Z,3.53313E+14,8.57908938 -11.68713467 302.20001220703125 7.0,8.57908938,-11.68713467,302.2000122,7,Limba Corner,n/a,21,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:87112369-0c0c-4740-8dfe-ed0ab178c6e6,87112369-0c0c-4740-8dfe-ed0ab178c6e6,2015-01-15T18:13:47
2015-01-15T16:16:06.868Z,2015-01-15T16:33:57.029Z,3.53313E+14,8.57016511 -11.70499143 307.3999938964844 8.0,8.57016511,-11.70499143,307.3999939,8,Makong,n/a,2500,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:c5a531dd-bcaf-4cc6-9c37-62e77f9d836a,c5a531dd-bcaf-4cc6-9c37-62e77f9d836a,2015-01-15T18:13:48
2015-01-16T10:06:36.189Z,2015-01-16T17:04:14.474Z,3.52624E+14,8.65062855 -11.77248558 325.6000061035156 6.0,8.65062855,-11.77248558,325.6000061,6,Fivemile,n/a,200,Tonkolili,Tane,220,64,Masankoro,primary,uuid:68d0a877-ce10-4fb6-b4a1-f2786de00c82,68d0a877-ce10-4fb6-b4a1-f2786de00c82,2015-01-16T17:43:33
2015-01-16T10:22:56.780Z,2015-01-16T17:06:49.005Z,3.52624E+14,8.64571491 -11.75890359 314.79998779296875 7.0,8.64571491,-11.75890359,314.7999878,7,Mathlebana,n/a,110,Tonkolili,Tane,220,64,Masankoro,primary,uuid:fbc37565-1809-4b28-80b3-5fcbc41e1d4d,fbc37565-1809-4b28-80b3-5fcbc41e1d4d,2015-01-16T17:43:35
2015-01-16T10:44:40.289Z,2015-01-16T17:07:08.125Z,3.52624E+14,8.66477863 -11.77063083 279.6000061035156 7.0,8.66477863,-11.77063083,279.6000061,7,Masankoro,n/a,45,Tonkolili,Tane,220,64,Masankoro,primary,uuid:d8416c67-3cc0-4be6-9faf-35ecd2618cc6,d8416c67-3cc0-4be6-9faf-35ecd2618cc6,2015-01-16T17:43:36
2015-01-16T12:13:09.500Z,2015-01-16T17:08:14.612Z,3.52624E+14,8.61965521 -11.63900035 361.29998779296875 8.0,8.61965521,-11.63900035,361.2999878,8,Barrayine,n/a,147,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:58b0fc03-696e-41f3-a7f5-3fafb3863ea9,58b0fc03-696e-41f3-a7f5-3fafb3863ea9,2015-01-16T17:43:37
2015-01-16T12:36:25.431Z,2015-01-16T17:08:49.755Z,3.52624E+14,8.61325037 -11.63480074 360.6000061035156 5.0,8.61325037,-11.63480074,360.6000061,5,Birthma,n/a,12,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:94944058-352b-41fe-b2fd-5de6530a72c2,94944058-352b-41fe-b2fd-5de6530a72c2,2015-01-16T17:43:40
2015-01-16T13:08:22.239Z,2015-01-16T17:14:20.405Z,3.52624E+14,8.62215663 -11.62767046 372.1000061035156 8.0,8.62215663,-11.62767046,372.1000061,8,Mayemi,n/a,85,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:ed5651cc-59ed-46ec-a321-aeff7f4bb858,ed5651cc-59ed-46ec-a321-aeff7f4bb858,2015-01-16T17:43:49
2015-01-16T13:25:29.768Z,2015-01-16T17:09:51.262Z,3.52624E+14,8.60995859 -11.61173095 422.29998779296875 8.0,8.60995859,-11.61173095,422.2999878,8,Mankomba,n/a,150,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:05e997ba-27c4-4af7-aecf-ae743c434737,05e997ba-27c4-4af7-aecf-ae743c434737,2015-01-16T17:43:55
2015-01-16T13:40:26.253Z,2015-01-16T17:11:26.016Z,3.52624E+14,8.5955891 -11.61844163 427.6000061035156 7.0,8.5955891,-11.61844163,427.6000061,7,Wankobaw,n/a,80,Tonkolili,Kunike Barina,221,64,Wankobaw,primary,uuid:362e79e9-69a5-4181-a252-9c5f05556056,362e79e9-69a5-4181-a252-9c5f05556056,2015-01-16T17:43:58
2015-01-16T14:07:41.792Z,2015-01-16T17:13:16.367Z,3.52624E+14,8.57433278 -11.62980609 408.0 8.0,8.57433278,-11.62980609,408,8,Makrugbe,n/a,120,Tonkolili,Kunike Barina,221,64,Wankobaw,primary,uuid:8c2ff842-91cc-476e-af95-0772e59b5822,8c2ff842-91cc-476e-af95-0772e59b5822,2015-01-16T17:44:02
2015-01-16T14:47:08.663Z,2015-01-16T17:13:59.390Z,3.52624E+14,8.55792716 -11.61331998 399.79998779296875 8.0,8.55792716,-11.61331998,399.7999878,8,Makonte,n/a,60,Tonkolili,Kunike Barina,221,64,Wankobaw,primary,uuid:7dabebdb-16be-40ee-b73a-c945f862a810,7dabebdb-16be-40ee-b73a-c945f862a810,2015-01-16T17:44:04
2015-01-16T14:59:08.586Z,2015-01-16T17:15:14.144Z,3.52624E+14,8.55979819 -11.62166125 413.70001220703125 5.0,8.55979819,-11.62166125,413.7000122,5,Maiyanko,n/a,40,Tonkolili,Kunike Barina,221,64,Wankobaw,primary,uuid:23595d8a-beaf-4e73-87cd-4db70e4886ed,23595d8a-beaf-4e73-87cd-4db70e4886ed,2015-01-16T17:44:06
2015-01-16T15:54:51.314Z,2015-01-16T17:15:51.125Z,3.52624E+14,8.57958268 -11.59986564 405.70001220703125 8.0,8.57958268,-11.59986564,405.7000122,8,Farama,n/a,40,Tonkolili,Kunike Barina,221,64,Wankobaw,primary,uuid:9b640593-2dc1-4154-a273-6c4782c7ccb2,9b640593-2dc1-4154-a273-6c4782c7ccb2,2015-01-16T17:44:07
2015-01-16T10:21:10.775Z,2015-01-16T16:27:46.531Z,3.53136E+14,8.665275000000001 -11.803028333333335 145.5 5.8,8.665275,-11.80302833,145.5,5.8,Masaka,n/a,42,Tonkolili,Tane,219,64,Makrugbeh,primary,uuid:e6594483-36ec-496d-a627-9cf9affea411,e6594483-36ec-496d-a627-9cf9affea411,2015-01-16T17:45:01
2015-01-16T10:55:05.923Z,2015-01-16T16:29:48.642Z,3.53136E+14,8.664618333333333 -11.832981666666667 106.9 5.0,8.664618333,-11.83298167,106.9,5,Rogbalan,n/a,24,Tonkolili,Tane,219,64,Matotoka,primary,uuid:b039a7c8-ec21-4de6-8af9-0d310c502173,b039a7c8-ec21-4de6-8af9-0d310c502173,2015-01-16T17:45:04
2015-01-16T11:21:26.692Z,2015-01-16T16:31:33.612Z,3.53136E+14,8.657506666666666 -11.82604833333333 102.5 5.7,8.657506667,-11.82604833,102.5,5.7,Mayunto,n/a,24,Tonkolili,Tane,219,64,Makrugbeh,primary,uuid:09785eeb-bd6e-4478-9df6-9ea4c6710cfa,09785eeb-bd6e-4478-9df6-9ea4c6710cfa,2015-01-16T17:45:09
2015-01-16T11:33:44.912Z,2015-01-16T16:32:48.496Z,3.53136E+14,8.65697 -11.841158333333333 275.9 6.0,8.65697,-11.84115833,275.9,6,Marah,n/a,11,Tonkolili,Tane,219,64,Matotoka,primary,uuid:6e725f43-12dc-440c-8f00-5da48fde774b,6e725f43-12dc-440c-8f00-5da48fde774b,2015-01-16T17:45:12
2015-01-16T11:53:31.794Z,2015-01-16T16:33:42.716Z,3.53136E+14,8.687736666666666 -11.839476666666666 68.7 7.2,8.687736667,-11.83947667,68.7,7.2,Ropollor,n/a,111,Tonkolili,Tane,219,64,Matotoka,primary,uuid:566256f9-9929-449a-b701-784d59aa274b,566256f9-9929-449a-b701-784d59aa274b,2015-01-16T17:45:15
2015-01-16T12:29:38.890Z,2015-01-16T16:35:14.662Z,3.53136E+14,8.689648333333334 -11.815026666666665 -66.0 7.3,8.689648333,-11.81502667,-66,7.3,Masera Komeh,n/a,85,Tonkolili,Tane,219,64,Matotoka,primary,uuid:256ac8b5-a186-4ad0-97aa-5ec411174668,256ac8b5-a186-4ad0-97aa-5ec411174668,2015-01-16T17:45:19
