SURVEY_START_TIME,SURVEY_END_TIME,DEVICE_ID,LOCATION,_LOCATION_latitude,_LOCATION_longitude,_LOCATION_altitude,_LOCATION_precision,VILLAGE_NAME,ALT_VILLAGE_NAME,NUMBER_OF_HOUSEHOLDS,DISTRICT,CHIEFDOM,WARD,CONSTITUENCY,NEAREST_HC_LOCATION,NEAREST_HC_TYPE,meta/instanceID,_uuid,_submission_time
2012-01-03T23:41:50.176Z,2012-01-04T02:12:11.236Z,8.65316E+14,8.276425 -12.040298333333332 56.7 13.1,8.276425,-12.04029833,56.7,13.1,Makema,n/a,30,Tonkolili,Yoni,214,62,Foindu,primary,uuid:40b4d7f9-650d-472e-a9b5-f7d7319d70c2,40b4d7f9-650d-472e-a9b5-f7d7319d70c2,2015-01-18T18:12:07
2015-01-17T15:10:45.643Z,2015-01-17T17:38:48.007Z,3.53136E+14,8.417971666666666 -12.249651666666667 81.1 5.5,8.417971667,-12.24965167,81.1,5.5,Magbongbon,n/a,9,Tonkolili,Yoni,212,62,Mile 91,primary,uuid:64d3686e-2116-455f-800f-9e8861f28ce6,64d3686e-2116-455f-800f-9e8861f28ce6,2015-01-18T18:13:49
2015-01-17T15:20:10.957Z,2015-01-17T15:24:36.563Z,3.53136E+14,8.413355 -12.252104999999998 78.8 6.3,8.413355,-12.252105,78.8,6.3,Magbenka,n/a,15,Tonkolili,Yoni,n/a,n/a,Yoni,primary,uuid:c1f7bb85-44e7-4e52-b2d6-c9c094044101,c1f7bb85-44e7-4e52-b2d6-c9c094044101,2015-01-18T18:13:51
2015-01-17T15:36:11.451Z,2015-01-17T17:39:52.559Z,3.53136E+14,8.382876666666668 -12.256566666666666 83.7 6.2,8.382876667,-12.25656667,83.7,6.2,Petifu,n/a,119,Tonkolili,Yoni,209,61,Petifu,primary,uuid:1afdb8c2-b993-49c7-ac51-4dcc6a7c7114,1afdb8c2-b993-49c7-ac51-4dcc6a7c7114,2015-01-18T18:13:57
2015-01-17T16:24:57.456Z,2015-01-17T17:43:51.843Z,3.53136E+14,8.415536666666666 -12.252460000000001 57.5 7.9,8.415536667,-12.25246,57.5,7.9,Mamancha,n/a,9,Tonkolili,Yoni,209,61,Yoni,primary,uuid:314b0901-1e7d-478c-a935-a335ebcc0800,314b0901-1e7d-478c-a935-a335ebcc0800,2015-01-18T18:14:01
2015-01-17T16:36:28.943Z,2015-01-17T17:41:10.841Z,3.53136E+14,8.430501666666666 -12.245373333333335 44.8 8.0,8.430501667,-12.24537333,44.8,8,Makasie,n/a,7,Tonkolili,Yoni,212,62,Yoni,primary,uuid:f006cbc4-d112-43df-8cdd-6c9f643785e7,f006cbc4-d112-43df-8cdd-6c9f643785e7,2015-01-18T18:14:04
2015-01-18T08:05:37.420Z,2015-01-18T18:11:02.582Z,3.53136E+14,8.469786666666666 -12.253613333333332 -358.6 5.8,8.469786667,-12.25361333,-358.6,5.8,Mile 88,n/a,32,Tonkolili,Yoni,62,62,Mile 91,primary,uuid:4d3bf109-4090-4527-95ca-1cca2ef5a7ce,4d3bf109-4090-4527-95ca-1cca2ef5a7ce,2015-01-18T18:14:06
2015-01-18T08:30:38.646Z,2015-01-18T18:10:22.109Z,3.53136E+14,8.421583333333333 -12.385765 105.6 6.6,8.421583333,-12.385765,105.6,6.6,Roten,n/a,70,Tonkolili,Yoni,102,61,Makrogba,primary,uuid:7fa7df54-436c-45f2-bbc4-fda57455032a,7fa7df54-436c-45f2-bbc4-fda57455032a,2015-01-18T18:14:09
2015-01-18T09:35:29.510Z,2015-01-18T10:04:59.556Z,3.53136E+14,8.426305000000001 -12.403421666666668 74.1 7.6,8.426305,-12.40342167,74.1,7.6,Magbant,n/a,9,Tonkolili,Yoni,n/a,n/a,Magbensa,primary,uuid:03859481-6e6f-485c-8e20-26fb264a4b95,03859481-6e6f-485c-8e20-26fb264a4b95,2015-01-18T18:14:26
2015-01-18T09:53:25.235Z,2015-01-18T10:03:18.094Z,3.53136E+14,8.41717 -12.415021666666666 78.6 6.4,8.41717,-12.41502167,78.6,6.4,Makonkari,n/a,105,Tonkolili,Yoni,208,62,Magbasa,primary,uuid:f37aff48-a3ef-4b59-83cf-21a7ffc932fe,f37aff48-a3ef-4b59-83cf-21a7ffc932fe,2015-01-18T18:14:58
2015-01-18T10:13:17.214Z,2015-01-18T10:22:36.371Z,3.53136E+14,8.41941 -12.426148333333334 72.5 5.6,8.41941,-12.42614833,72.5,5.6,Magbese,n/a,50,Tonkolili,Yoni,208,61,Magbese,primary,uuid:d308270b-5651-4980-8b10-f1fcf9bc6ed3,d308270b-5651-4980-8b10-f1fcf9bc6ed3,2015-01-18T18:15:23
2015-01-18T10:38:57.085Z,2015-01-18T10:46:59.570Z,3.53136E+14,8.440058333333333 -12.398959999999999 68.6 6.2,8.440058333,-12.39896,68.6,6.2,Rosent,n/a,15,Tonkolili,Yoni,208,61,Mabese,primary,uuid:7e60c190-8b43-4952-bc33-96597ca7a639,7e60c190-8b43-4952-bc33-96597ca7a639,2015-01-18T18:15:37
2015-01-18T11:12:46.000Z,2015-01-18T11:20:22.747Z,3.53136E+14,8.394208333333333 -12.377710000000002 72.2 6.9,8.394208333,-12.37771,72.2,6.9,Kaprsanka,n/a,20,Tonkolili,Yoni,209,61,Makrugba,primary,uuid:0fe2859c-f709-4d29-8c4b-d7468f91b76b,0fe2859c-f709-4d29-8c4b-d7468f91b76b,2015-01-18T18:15:43
2015-01-17T14:44:21.559Z,2015-01-17T16:17:00.729Z,9.90003E+14,8.48259535 -12.1748124 96.0 4.0,8.48259535,-12.1748124,96,4,Kendima,Kendima Yoni,200,Tonkolili,Yoni,213,62,Mali 91,primary,uuid:6cac4f79-5664-4815-a93d-8b53d6fd0a53,6cac4f79-5664-4815-a93d-8b53d6fd0a53,2015-01-18T18:16:12
2015-01-17T15:14:53.914Z,2015-01-18T09:35:35.064Z,9.90003E+14,8.46929022 -12.23110328 96.0 8.0,8.46929022,-12.23110328,96,8,Mafunde,n/a,250,Tonkolili,Yoni,213,62,Male 91,primary,uuid:5fc854b2-f3a8-4f0d-952d-3a8597749a7a,5fc854b2-f3a8-4f0d-952d-3a8597749a7a,2015-01-18T18:16:17
2015-01-17T15:33:55.310Z,2015-01-17T15:40:47.620Z,9.90003E+14,8.46936956 -12.25490367 116.0 6.0,8.46936956,-12.25490367,116,6,Male 88,n/a,86,Tonkolili,Yoni,212,62,Toni Bana,primary,uuid:987d5d83-4b5e-43e6-b613-56dc9075b2c9,987d5d83-4b5e-43e6-b613-56dc9075b2c9,2015-01-18T18:16:38
2015-01-18T08:29:30.641Z,2015-01-18T08:34:49.648Z,9.90003E+13,8.43849099 -12.32228161 115.0 7.0,8.43849099,-12.32228161,115,7,Kumrabai,Kumrabai Yoni,300,Tonkolili,Yoni,210,62,Kumrabai Yoni,primary,uuid:68732fcf-1bd3-4ba8-a2bd-3fdc2139afdb,68732fcf-1bd3-4ba8-a2bd-3fdc2139afdb,2015-01-18T18:16:46
2015-01-18T08:40:46.506Z,2015-01-18T08:44:39.732Z,9.90003E+13,8.43348364 -12.33588482 125.0 7.0,8.43348364,-12.33588482,125,7,Mabundu,n/a,16,Tonkolili,Yoni,209,61,Macorgba,primary,uuid:72fef979-50c0-48aa-894c-a76fd2c10eaa,72fef979-50c0-48aa-894c-a76fd2c10eaa,2015-01-18T18:16:56
2015-01-18T08:53:24.498Z,2015-01-18T09:34:41.193Z,9.90003E+13,8.42214173 -12.36054528 100.0 8.0,8.42214173,-12.36054528,100,8,Makrugba,n/a,895,Tonkolili,Yoni,209,61,Makrugba,primary,uuid:76b7157a-e22e-4a39-9a7c-f2cf35b2a2ed,76b7157a-e22e-4a39-9a7c-f2cf35b2a2ed,2015-01-18T18:17:01
2015-01-18T09:35:41.788Z,2015-01-18T09:39:50.420Z,9.90003E+13,8.40316365 -12.36420627 106.0 8.0,8.40316365,-12.36420627,106,8,Mayate,n/a,50,Tonkolili,Yoni,209,61,Makrugba,primary,uuid:c9e310a4-2947-407a-8997-5cbafa58fff4,c9e310a4-2947-407a-8997-5cbafa58fff4,2015-01-18T18:17:05
2015-01-18T09:49:46.801Z,2015-01-18T09:56:27.836Z,9.90003E+13,8.40799665 -12.35161391 107.0 8.0,8.40799665,-12.35161391,107,8,Matoineh,n/a,17,Tonkolili,Yoni,209,61,Macrogba,primary,uuid:e0de4912-1b74-42b2-ab9b-842f3f3f6f9e,e0de4912-1b74-42b2-ab9b-842f3f3f6f9e,2015-01-18T18:17:08
2015-01-18T10:03:17.282Z,2015-01-18T10:09:52.959Z,9.90003E+13,8.41271575 -12.3382264 117.0 8.0,8.41271575,-12.3382264,117,8,Makundor,n/a,125,Tonkolili,Yoni,209,61,Macrogba,primary,uuid:c46a8e00-62e5-4c1d-a650-7a2d7d94a1b2,c46a8e00-62e5-4c1d-a650-7a2d7d94a1b2,2015-01-18T18:17:12
2015-01-18T10:16:46.851Z,2015-01-18T10:21:30.166Z,9.90003E+13,8.40439708 -12.3279009 107.0 8.0,8.40439708,-12.3279009,107,8,Rocon,n/a,50,Tonkolili,Yoni,209,61,Macrogba,primary,uuid:5fe1e37a-13a7-4986-ba6c-507655306d1e,5fe1e37a-13a7-4986-ba6c-507655306d1e,2015-01-18T18:17:18
2015-01-18T10:41:15.870Z,2015-01-18T11:12:21.790Z,9.90003E+13,8.39374627 -12.34124709 90.0 8.0,8.39374627,-12.34124709,90,8,Mayombor,n/a,48,Tonkolili,Yoni,209,61,Magbasseh Bana,primary,uuid:16bd1b97-e86b-48ba-b529-5daa0b79ba9f,16bd1b97-e86b-48ba-b529-5daa0b79ba9f,2015-01-18T18:17:26
2015-01-18T12:44:14.526Z,2015-01-18T12:48:41.296Z,9.90003E+14,8.39107317 -12.3148675 95.0 8.0,8.39107317,-12.3148675,95,8,Mabansa,Mabansa Lol,30,Tonkolili,Yoni,209,61,Mabansa Bana,primary,uuid:e2145fbc-3301-4699-9f5c-992091636980,e2145fbc-3301-4699-9f5c-992091636980,2015-01-18T18:17:29
2015-01-18T13:19:12.594Z,2015-01-18T13:23:26.631Z,9.90003E+14,8.38920186 -12.30257195 104.0 8.0,8.38920186,-12.30257195,104,8,Mala,n/a,4,Tonkolili,Yoni,209,61,Bakeloko,primary,uuid:180212c9-9ed5-4eb9-a11d-2f6680b83bc0,180212c9-9ed5-4eb9-a11d-2f6680b83bc0,2015-01-18T18:17:32
2015-01-17T15:08:52.606Z,2015-01-17T15:17:26.366Z,3.53428E+14,8.43947232 -12.24365443 129.89999389648438 8.0,8.43947232,-12.24365443,129.8999939,8,Yonnibanna,n/a,n/a,Tonkolili,Yoni,212,62,Yonnibann Mchp,primary,uuid:d49152df-5ed9-426a-b444-b0d74c891336,d49152df-5ed9-426a-b444-b0d74c891336,2015-01-18T18:18:06
2015-01-17T16:04:55.703Z,2015-01-17T16:10:23.835Z,3.53428E+14,8.43774855 -12.27471693 119.80000305175781 7.0,8.43774855,-12.27471693,119.8000031,7,Magbanka,n/a,25,Tonkolili,Yoni,212,62,Yoni Bana,primary,uuid:0a85e5a7-4365-48d0-bbd6-0364944551fc,0a85e5a7-4365-48d0-bbd6-0364944551fc,2015-01-18T18:18:14
2015-01-16T08:18:34.084+08,2015-01-18T06:01:41.672+08,3.55072E+14,8.449840244740932 -12.3137148550354 91.0 5.0,8.449840245,-12.31371486,91,5,Malosia,n/a,45,Tonkolili,Yoni,212,62,Kumrabai Yoni,primary,uuid:b5e914c7-9ebf-4915-b385-8e6267a00f08,b5e914c7-9ebf-4915-b385-8e6267a00f08,2015-01-18T18:18:24
2015-01-17T16:15:54.946Z,2015-01-17T16:25:58.214Z,3.53428E+14,8.43230875 -12.28234387 107.69999694824219 7.0,8.43230875,-12.28234387,107.6999969,7,Matope,n/a,75,Tonkolili,Yoni,212,62,Yoni Bana,primary,uuid:f8c82e9c-4514-4165-a5b1-0c8ed156eda7,f8c82e9c-4514-4165-a5b1-0c8ed156eda7,2015-01-18T18:18:25
2015-01-17T21:46:06.782+08,2015-01-17T21:56:31.550+08,3.55072E+14,8.461657585953493 -12.309495064064745 102.0 5.0,8.461657586,-12.30949506,102,5,Ronulah,n/a,400,Tonkolili,Yoni,212,62,Kumrabai Yoni,primary,uuid:5b34bd57-6848-4815-b973-b7e9f8944b2e,5b34bd57-6848-4815-b973-b7e9f8944b2e,2015-01-18T18:18:26
2015-01-17T16:33:44.924Z,2015-01-17T16:41:28.228Z,3.53428E+14,8.43810364 -12.2877241 108.0999984741211 8.0,8.43810364,-12.2877241,108.0999985,8,Masaingba,n/a,62,Tonkolili,Yoni,209,61,Kumrabai Yoni,primary,uuid:e0160f2d-8ced-4e71-846a-1412fb3f9e04,e0160f2d-8ced-4e71-846a-1412fb3f9e04,2015-01-18T18:18:27
2015-01-18T01:49:12.488+08,2015-01-18T01:56:12.224+08,3.55072E+14,8.404489473255579 -12.19435313609812 103.0 5.0,8.404489473,-12.19435314,103,5,Rohain,n/a,450,Tonkolili,Yoni,213,62,n/a,primary,uuid:ac9d1036-7517-48cc-b4d8-6a3b2c3b3e91,ac9d1036-7517-48cc-b4d8-6a3b2c3b3e91,2015-01-18T18:18:28
2015-01-18T02:00:41.399+08,2015-01-18T02:06:39.811+08,3.55072E+14,8.384783249076316 -12.193150981377826 142.0 5.0,8.384783249,-12.19315098,142,5,Malempeh,n/a,250,Tonkolili,Yoni,213,62,Rochen Kamandao,primary,uuid:d4f8b4d0-0b0e-4a95-8f49-101ea95d3c7e,d4f8b4d0-0b0e-4a95-8f49-101ea95d3c7e,2015-01-18T18:18:30
2015-01-18T02:09:35.179+08,2015-01-18T02:14:23.644+08,3.55072E+14,8.379099194310202 -12.202988343262785 133.0 5.0,8.379099194,-12.20298834,133,5,Moria,n/a,8,Tonkolili,Yoni,213,62,mile  91,primary,uuid:26f8e4ed-b54f-4930-8724-932684a37993,26f8e4ed-b54f-4930-8724-932684a37993,2015-01-18T18:18:32
2015-01-18T08:42:36.642Z,2015-01-18T08:46:05.004Z,3.53428E+14,8.4328135 -12.30749225 134.3000030517578 5.0,8.4328135,-12.30749225,134.3000031,5,Masesay,n/a,12,Tonkolili,Yoni,212,62,Kumrabai Yoni,primary,uuid:948504d8-2b73-4861-8326-f1ca8bda048a,948504d8-2b73-4861-8326-f1ca8bda048a,2015-01-18T18:18:33
2015-01-18T02:21:16.629+08,2015-01-18T06:04:42.427+08,3.55072E+14,8.385646931880249 -12.212215423647802 107.0 5.0,8.385646932,-12.21221542,107,5,Worrah,n/a,15,Tonkolili,Yoni,213,62,Patifu  Fullamasa,primary,uuid:c72e03af-de6d-46dd-8d18-4347848618e7,c72e03af-de6d-46dd-8d18-4347848618e7,2015-01-18T18:18:33
2015-01-18T02:49:09.965+08,2015-01-18T02:53:36.118+08,3.55072E+14,8.367427008449283 -12.209673249933518 124.0 5.0,8.367427008,-12.20967325,124,5,Makabie,n/a,40,Tonkolili,Yoni,213,62,Bonkababay,primary,uuid:e1d5b6d6-10cc-40ea-837a-84d9d593b263,e1d5b6d6-10cc-40ea-837a-84d9d593b263,2015-01-18T18:18:35
2015-01-18T02:57:50.255+08,2015-01-18T03:05:29.563+08,3.55072E+14,8.36473774692118 -12.215569025892307 105.0 5.0,8.364737747,-12.21556903,105,5,Makogba,n/a,250,Tonkolili,Yoni,213,62,Bonkababay,primary,uuid:d9209832-eaaa-4132-8606-55c4ce2cc07c,d9209832-eaaa-4132-8606-55c4ce2cc07c,2015-01-18T18:18:37
2015-01-18T03:10:07.575+08,2015-01-18T06:09:41.115+08,3.55072E+14,8.355297337737516 -12.212834680882432 103.0 5.0,8.355297338,-12.21283468,103,5,Bonkababay,n/a,500,Tonkolili,Yoni,213,62,mile 91,primary,uuid:84ba8bd0-b7be-4f59-8020-6fee5e1b8eff,84ba8bd0-b7be-4f59-8020-6fee5e1b8eff,2015-01-18T18:18:39
2015-01-18T08:46:10.276Z,2015-01-18T08:52:10.499Z,3.53428E+14,8.43279745 -12.30747012 111.69999694824219 8.0,8.43279745,-12.30747012,111.6999969,8,Mawuka,n/a,25,Tonkolili,Yoni,212,62,Kumbrabai Yoni,primary,uuid:4dfd6f52-3d3c-4f21-bcf2-664bd7edb7eb,4dfd6f52-3d3c-4f21-bcf2-664bd7edb7eb,2015-01-18T18:18:39
2015-01-18T08:57:16.858Z,2015-01-18T09:01:47.532Z,3.53428E+14,8.43042978 -12.30035054 106.0 5.0,8.43042978,-12.30035054,106,5,Makaineh,n/a,12,Tonkolili,Yoni,212,62,Makombrubai Yoni,primary,uuid:50a00a5d-f8dd-4452-8aa3-02e66f6791e5,50a00a5d-f8dd-4452-8aa3-02e66f6791e5,2015-01-18T18:18:44
2015-01-18T09:03:15.145Z,2015-01-18T10:23:22.664Z,3.53428E+14,8.47105284 -12.30731057 125.80000305175781 8.0,8.47105284,-12.30731057,125.8000031,8,Miro,n/a,22,Tonkolili,Yoni,212,61,Caritas,secondary,uuid:903607e4-1a45-4059-bcac-1620ff6a321e,903607e4-1a45-4059-bcac-1620ff6a321e,2015-01-18T18:18:50
2015-01-17T15:57:07.694Z,2015-01-18T18:06:16.940Z,3.53313E+14,8.41239403 -12.21953134 99.80000305175781 7.0,8.41239403,-12.21953134,99.80000305,7,Mafala,n/a,20,Tonkolili,Yoni,213,62,Yonibana,primary,uuid:d50d2072-eec4-43e3-9668-8c3ca829ae5c,d50d2072-eec4-43e3-9668-8c3ca829ae5c,2015-01-18T18:47:33
2015-01-17T17:08:55.082Z,2015-01-18T18:07:06.602Z,3.53313E+14,8.40239131 -12.24564263 114.69999694824219 4.0,8.40239131,-12.24564263,114.6999969,4,Rogbon,n/a,18,Tonkolili,Yoni,213,62,Petifu,primary,uuid:f7ad9387-d211-4324-be54-8b544ea8968d,f7ad9387-d211-4324-be54-8b544ea8968d,2015-01-18T18:47:43
2015-01-17T18:02:26.972Z,2015-01-18T18:08:16.920Z,3.53313E+14,8.44418127 -12.24890324 115.69999694824219 4.0,8.44418127,-12.24890324,115.6999969,4,Yonibana,Sarifah,120,Tonkolili,Yoni,212,62,Yoni Road,primary,uuid:75e64797-dfc4-4517-83cc-c861ff243ec8,75e64797-dfc4-4517-83cc-c861ff243ec8,2015-01-18T18:47:52
2015-01-18T08:12:38.167Z,2015-01-18T18:19:59.884Z,3.53313E+14,8.37840226 -12.13975936 108.19999694824219 4.0,8.37840226,-12.13975936,108.1999969,4,Mapoli,n/a,250,Tonkolili,Yoni,214,62,Masengbe,primary,uuid:b460cd86-aced-49e1-858d-ecf9edb9c390,b460cd86-aced-49e1-858d-ecf9edb9c390,2015-01-18T18:47:54
2015-01-18T08:55:47.868Z,2015-01-18T18:20:28.665Z,3.53313E+14,8.40373655 -12.12966925 52.099998474121094 8.0,8.40373655,-12.12966925,52.09999847,8,Mashirah,n/a,82,Tonkolili,Yoni,214,62,Makeleh,primary,uuid:b6aba6ed-79c5-4613-aca9-254c6b73fd34,b6aba6ed-79c5-4613-aca9-254c6b73fd34,2015-01-18T18:48:04
2015-01-18T09:44:07.628Z,2015-01-18T18:23:38.715Z,3.53313E+14,8.41686367 -12.12618699 92.4000015258789 5.0,8.41686367,-12.12618699,92.40000153,5,Nokoro,Nokissi,80,Tonkolili,Yoni,213,62,Makeleh,primary,uuid:c1a9839e-87e7-498f-a84f-371c7790c467,c1a9839e-87e7-498f-a84f-371c7790c467,2015-01-18T18:48:32
2015-01-18T10:44:17.917Z,2015-01-18T18:27:16.593Z,3.53313E+14,8.38364591 -12.15121874 116.30000305175781 4.0,8.38364591,-12.15121874,116.3000031,4,Rogbon Kana Selly,n/a,29,Tonkolili,Yoni,213,62,Rochen Kamadoi,primary,uuid:4a638a84-e7a7-48df-bcf2-8886a220867f,4a638a84-e7a7-48df-bcf2-8886a220867f,2015-01-18T18:48:38
2015-01-18T11:16:37.783Z,2015-01-18T11:25:21.333Z,3.53313E+14,8.37889036 -12.12224574 87.30000305175781 4.0,8.37889036,-12.12224574,87.30000305,4,Magbanamoi,n/a,72,Tonkolili,Yoni,214,62,Masengbeh,primary,uuid:b73429fc-2cd3-4648-ab48-e5ef6872cd37,b73429fc-2cd3-4648-ab48-e5ef6872cd37,2015-01-18T18:48:39
2015-01-18T12:02:53.487Z,2015-01-18T12:10:30.761Z,3.53313E+14,8.36601154 -12.09243607 75.9000015258789 6.0,8.36601154,-12.09243607,75.90000153,6,Magboto,n/a,16,Tonkolili,Yoni,214,62,Masengbeh,primary,uuid:1c0b6f8f-c50b-43f6-83a4-78b6e5f811e7,1c0b6f8f-c50b-43f6-83a4-78b6e5f811e7,2015-01-18T18:48:42
2015-01-18T13:02:36.125Z,2015-01-18T18:38:36.434Z,3.53313E+14,8.38162701 -12.10249997 107.0 4.0,8.38162701,-12.10249997,107,4,Rongethor,n/a,24,Tonkolili,Yoni,214,62,Masengbe,primary,uuid:27bc0eea-1a07-491e-b537-d855a69ba8c3,27bc0eea-1a07-491e-b537-d855a69ba8c3,2015-01-18T18:48:54
2015-01-18T14:10:15.108Z,2015-01-18T18:34:42.463Z,3.53313E+14,8.4037567 -12.0730389 93.9000015258789 7.0,8.4037567,-12.0730389,93.90000153,7,Mobilabana,n/a,40,Tonkolili,Yoni,214,62,Masipr,primary,uuid:800836c0-b276-462f-a9b4-cec19c9721e4,800836c0-b276-462f-a9b4-cec19c9721e4,2015-01-18T18:49:00
2015-01-18T14:29:44.454Z,2015-01-18T18:31:47.357Z,3.53313E+14,8.43270606 -12.06957012 96.4000015258789 8.0,8.43270606,-12.06957012,96.40000153,8,Maserry,n/a,112,Tonkolili,Yoni,214,62,Maserry,primary,uuid:4b1a9a13-d4ff-417f-ab1b-1184ce790a5d,4b1a9a13-d4ff-417f-ab1b-1184ce790a5d,2015-01-18T18:49:05
2015-01-18T14:46:59.889Z,2015-01-18T14:56:31.988Z,3.53313E+14,8.45010875 -12.07527446 106.4000015258789 6.0,8.45010875,-12.07527446,106.4000015,6,Masipr,n/a,211,Tonkolili,Yoni,213,62,Masipr,primary,uuid:c6056808-12ff-49db-9866-db387bcc723c,c6056808-12ff-49db-9866-db387bcc723c,2015-01-18T18:49:15
2015-01-18T15:09:08.323Z,2015-01-18T18:30:32.557Z,3.53313E+14,8.47932004 -12.06826411 91.4000015258789 6.0,8.47932004,-12.06826411,91.40000153,6,Mabureh,n/a,75,Tonkolili,Yoni,213,62,Masipr,primary,uuid:7c1111d5-cb4a-4c5f-8752-6a0ed1cc45b9,7c1111d5-cb4a-4c5f-8752-6a0ed1cc45b9,2015-01-18T18:49:18
2015-01-16T12:01:15.957Z,2015-01-18T18:50:24.991Z,3.53428E+14,8.53800041 -11.68515222 362.0 5.0,8.53800041,-11.68515222,362,5,Majehun,n/a,28,Tonkolili,Yoni,213,62,Masengbe,primary,uuid:52c46906-68ba-4b25-b868-218bd0245988,52c46906-68ba-4b25-b868-218bd0245988,2015-01-18T19:00:48
2015-01-17T16:22:07.950Z,2015-01-18T18:51:18.141Z,3.53428E+14,8.40342378 -12.22991027 91.19999694824219 5.0,8.40342378,-12.22991027,91.19999695,5,Keytiboi,n/a,200,Tonkolili,Yoni,212,62,Petifu,primary,uuid:110e16d0-ccc5-4b45-bfc6-0b63bf99de2b,110e16d0-ccc5-4b45-bfc6-0b63bf99de2b,2015-01-18T19:00:50
2015-01-17T17:39:20.079Z,2015-01-18T18:52:04.869Z,3.53428E+14,8.43934604 -12.24254883 89.19999694824219 8.0,8.43934604,-12.24254883,89.19999695,8,Petifu Road,n/a,1250,Tonkolili,Yoni,212,62,Petifu,primary,uuid:4055546a-1e0d-47a2-a33e-0dbee9aa20e6,4055546a-1e0d-47a2-a33e-0dbee9aa20e6,2015-01-18T19:00:52
2015-01-18T08:34:21.579Z,2015-01-18T18:53:49.288Z,3.53428E+14,8.38749808 -12.14333549 102.0999984741211 3.0,8.38749808,-12.14333549,102.0999985,3,Makarangba,n/a,18,Tonkolili,Yoni,214,62,Rochen Kamandao,primary,uuid:d9711d00-177b-430f-82cd-56cae0723953,d9711d00-177b-430f-82cd-56cae0723953,2015-01-18T19:00:55
2015-01-18T09:16:52.280Z,2015-01-18T18:23:07.297Z,3.53428E+14,8.41257338 -12.12025925 101.0 5.0,8.41257338,-12.12025925,101,5,Rogbla,n/a,80,Tonkolili,Yoni,214,62,Makeleh,primary,uuid:f7b9c7f6-e469-4729-8456-7867ff4dd0a2,f7b9c7f6-e469-4729-8456-7867ff4dd0a2,2015-01-18T19:00:59
2015-01-18T10:06:56.209Z,2015-01-18T18:54:34.694Z,3.53428E+14,8.4171087 -12.11313265 75.0 8.0,8.4171087,-12.11313265,75,8,Mabonth,n/a,28,Tonkolili,Yoni,213,62,Makeleh,primary,uuid:493d2eea-c851-4e0d-9a7c-1fc2b3e78287,493d2eea-c851-4e0d-9a7c-1fc2b3e78287,2015-01-18T19:01:01
2015-01-18T11:05:37.844Z,2015-01-18T18:55:19.132Z,3.53428E+14,8.38411302 -12.12838628 56.599998474121094 7.0,8.38411302,-12.12838628,56.59999847,7,Mamamu,n/a,80,Tonkolili,Yoni,214,62,Masengbe,primary,uuid:5486482a-eda2-4b05-951a-81ca88011f49,5486482a-eda2-4b05-951a-81ca88011f49,2015-01-18T19:01:03
2015-01-18T11:29:06.309Z,2015-01-18T18:56:57.750Z,3.53428E+14,8.37714865 -12.11376732 112.5999984741211 7.0,8.37714865,-12.11376732,112.5999985,7,Makaisanka,n/a,18,Tonkolili,Yoni,214,62,Masengbe,primary,uuid:0266bb25-c522-4b36-999e-2cdb9477d9d8,0266bb25-c522-4b36-999e-2cdb9477d9d8,2015-01-18T19:01:06
2015-01-18T11:39:40.008Z,2015-01-18T18:57:54.149Z,3.53428E+14,8.37138745 -12.11100542 109.0 5.0,8.37138745,-12.11100542,109,5,Matopy,Yema,150,Tonkolili,Yoni,214,62,Masengbe,primary,uuid:4b1ae4a1-8ffb-4e3a-88aa-19dbb1dc37f3,4b1ae4a1-8ffb-4e3a-88aa-19dbb1dc37f3,2015-01-18T19:01:08
2015-01-18T12:22:01.062Z,2015-01-18T18:31:16.236Z,3.53428E+14,8.363770389999999 -12.0785393 97.69999694824219 8.0,8.36377039,-12.0785393,97.69999695,8,Morkiabeh,n/a,31,Tonkolili,Yoni,214,62,Masengbeh,primary,uuid:cb92b2c3-4f4d-41c5-a8aa-7d15ea2b06ab,cb92b2c3-4f4d-41c5-a8aa-7d15ea2b06ab,2015-01-18T19:01:12
2015-01-17T16:03:34.459Z,2015-01-17T16:10:40.046Z,3.53323E+14,8.48470372 -12.28589279 115.0999984741211 15.0,8.48470372,-12.28589279,115.0999985,15,Morka 1,Morka 1 ,136,Tonkolili,Yoni,212,62,Mamaka,primary,uuid:0682679b-c0e2-47be-ba6d-13d85975b1ff,0682679b-c0e2-47be-ba6d-13d85975b1ff,2015-01-19T08:09:39
2015-01-17T16:27:23.868Z,2015-01-17T16:31:49.805Z,3.53323E+14,8.47922172 -12.29709206 125.4000015258789 13.0,8.47922172,-12.29709206,125.4000015,13,Royanka,Royanka,200,Tonkolili,Yoni,212,62,Mile 91,secondary,uuid:ef9f9b9a-7587-4d92-9a89-77b6d495d55b,ef9f9b9a-7587-4d92-9a89-77b6d495d55b,2015-01-19T08:09:41
2015-01-17T16:47:21.148Z,2015-01-17T16:50:31.590Z,3.53323E+14,8.45992759 -12.28094058 105.5999984741211 8.0,8.45992759,-12.28094058,105.5999985,8,Kulkos,Kulkos,77,Tonkolili,Yoni,212,62,Yonibana,primary,uuid:bb2f6f32-4ef5-4226-9c26-34edd8d08945,bb2f6f32-4ef5-4226-9c26-34edd8d08945,2015-01-19T08:09:43
